date,hospital_admission,alltest_performed,hospital_cases,all_positive_case,NHS111_call,stringency_index,stay_home_requirements,facial_coverings,apple_driving,apple_transit,apple_walking,vaccine_dose1,vaccine_dose2,vaccine_dose3
20-04-2020,1734,22763,19331,4676,8616,79.63,2,0,39.99,17.27,44.92,0,0,0
21-04-2020,1713,22763,19139,4301,7072,79.63,2,0,41.19,17.05,45.61,0,0,0
22-04-2020,1530,23073,18533,4451,6915,79.63,2,0,42.03,17.04,46.54,0,0,0
23-04-2020,1514,28024,17867,4583,6698,79.63,2,0,42.36,16.97,46.36,0,0,0
24-04-2020,1525,28225,17063,5386,6677,79.63,2,0,45.69,16.63,49.85,0,0,0
25-04-2020,1253,29058,16604,4913,7058,79.63,2,0,39.03,16.37,49.52,0,0,0
26-04-2020,1355,31610,16555,4463,6829,79.63,2,0,34.9,16.96,44.12,0,0,0
27-04-2020,1539,31453,16662,4310,7641,79.63,2,0,41.8,17.53,41.46,0,0,0
28-04-2020,1519,45263,15877,3996,7024,79.63,2,1,41.61,16.65,35.33,0,0,0
29-04-2020,1488,65643,15521,4076,7111,79.63,2,1,42.53,16.79,37.8,0,0,0
30-04-2020,1443,83143,15164,6032,7146,79.63,2,1,43.52,16.48,37.29,0,0,0
01-05-2020,1263,74142,14723,6201,6556,79.63,2,1,47.82,17.21,44.94,0,0,0
02-05-2020,1181,63559,14380,4806,7168,79.63,2,1,42.57,17.21,50.01,0,0,0
03-05-2020,1188,68203,14188,4339,7003,79.63,2,1,36.61,17.71,39.99,0,0,0
04-05-2020,1249,72630,14097,3985,7637,79.63,2,1,44.71,19.24,43.61,0,0,0
05-05-2020,1146,66919,13723,4406,6300,79.63,2,1,46.94,19.2,45.92,0,0,0
06-05-2020,1206,74455,13148,6111,5648,79.63,2,1,48.33,19.38,49.36,0,0,0
07-05-2020,1166,77466,12626,5614,5634,79.63,2,1,49.14,19.43,50.31,0,0,0
08-05-2020,910,76963,12053,4649,5464,79.63,2,1,44.14,19.1,53.26,0,0,0
09-05-2020,944,77152,12015,3896,5747,79.63,2,1,43.57,19.91,55.61,0,0,0
10-05-2020,916,76507,11727,3923,5520,79.63,2,1,38.3,19.04,38.68,0,0,0
11-05-2020,1029,70332,11967,3877,6551,77.78,2,1,38.3,19.04,38.68,0,0,0
12-05-2020,983,74593,11591,3403,5575,77.78,2,1,38.3,19.04,38.68,0,0,0
13-05-2020,967,83182,11342,3242,5337,71.3,1,1,55.21,21.85,50.92,0,0,0
14-05-2020,909,84693,10921,3446,4797,71.3,1,1,57.51,21.52,53.86,0,0,0
15-05-2020,871,91342,10691,3560,4719,71.3,1,1,62.85,22.2,60.28,0,0,0
16-05-2020,814,91360,10238,3451,5022,71.3,1,1,59.52,21.64,62.16,0,0,0
17-05-2020,793,81278,10199,3562,4785,71.3,1,1,54.31,22.73,54.38,0,0,0
18-05-2020,850,70074,10231,2684,5802,71.3,1,1,60.76,25.09,56.37,0,0,0
19-05-2020,881,86041,10013,2412,5032,71.3,1,1,64.52,25.44,61.57,0,0,0
20-05-2020,851,86634,9563,2472,3732,71.3,1,1,68.48,26.88,65.86,0,0,0
21-05-2020,843,105655,9293,2615,2679,71.3,1,1,67.05,25.97,61.35,0,0,0
22-05-2020,740,91196,9184,3287,2061,71.3,1,1,71.91,25.87,64.7,0,0,0
23-05-2020,643,91841,8814,2959,2323,71.3,1,1,65.31,24.61,60.98,0,0,0
24-05-2020,587,59464,8814,2409,2395,71.3,1,1,59.17,25.52,58.47,0,0,0
25-05-2020,604,78385,8836,1625,2496,71.3,1,1,69.35,29.77,69.28,0,0,0
26-05-2020,698,77745,8732,2004,1883,71.3,1,1,73.43,30.33,67,0,0,0
27-05-2020,713,82670,8220,2013,1746,71.3,1,1,74.99,29.7,68.43,0,0,0
28-05-2020,703,101753,7907,1887,1718,71.3,1,1,77.58,30.32,70.61,0,0,0
29-05-2020,615,105459,7586,2095,1651,69.44,1,1,83.43,31.12,77.09,0,0,0
30-05-2020,568,96995,7268,2445,1968,69.44,1,1,79.24,31.64,79.38,0,0,0
31-05-2020,529,82243,7238,1936,1910,69.44,1,1,73.45,31.95,66.24,0,0,0
01-06-2020,604,70648,7248,1570,1964,67.59,1,1,77.91,33.84,69.95,0,0,0
02-06-2020,668,92299,7087,1613,1786,67.59,1,1,79.82,33.54,70.56,0,0,0
03-06-2020,634,101885,6815,1871,2105,67.59,1,1,72.16,31.41,58.01,0,0,0
04-06-2020,566,99484,6580,1805,2041,67.59,1,1,73.02,29.98,59.11,0,0,0
05-06-2020,475,101961,6379,1650,1793,67.59,1,1,78.13,30.51,64.24,0,0,0
06-06-2020,408,93154,6149,1557,2311,67.59,1,1,72.35,30.1,61.49,0,0,0
07-06-2020,407,86926,5944,1326,2202,67.59,1,1,66.08,30.64,54.76,0,0,0
08-06-2020,413,69999,5931,1205,2025,73.15,1,1,73.62,32.26,62,0,0,0
09-06-2020,496,93959,5736,1387,1867,73.15,1,1,76.72,32.9,65.8,0,0,0
10-06-2020,512,101033,5475,1003,1965,73.15,1,1,74.03,31.49,57.2,0,0,0
11-06-2020,446,101778,5179,1266,1895,73.15,1,1,75.36,31.4,59.37,0,0,0
12-06-2020,394,98899,5090,1541,1928,73.15,1,1,81.78,33.75,66.2,0,0,0
13-06-2020,387,98974,4941,1425,2160,73.15,1,1,84.32,35.18,79.69,0,0,0
14-06-2020,364,69529,4908,1514,2242,73.15,1,1,75.49,34.78,63.66,0,0,0
15-06-2020,443,71402,4870,1056,2345,71.3,1,1,80.84,37.08,69.58,0,0,0
16-06-2020,456,80862,4863,1279,2155,71.3,1,1,81.23,36.49,68.1,0,0,0
17-06-2020,433,86438,4719,1115,2183,71.3,1,1,80.92,35.39,64.65,0,0,0
18-06-2020,406,89613,4560,1218,1838,71.3,1,1,81.1,35.97,61.86,0,0,0
19-06-2020,337,90547,4414,1346,1366,71.3,1,1,89.97,37.94,73.23,0,0,0
20-06-2020,257,83467,4252,1295,1716,71.3,1,1,91.97,39.39,84.9,0,0,0
21-06-2020,289,60484,4222,1221,1510,71.3,1,1,76.13,35.59,58.25,0,0,0
22-06-2020,395,63026,4281,958,1581,71.3,1,2,88.42,42.35,74.96,0,0,0
23-06-2020,363,73646,4134,874,1421,71.3,1,2,92.99,44.85,78.65,0,0,0
24-06-2020,370,91135,4030,653,1318,71.3,1,2,100.55,47.31,83.82,0,0,0
25-06-2020,325,108124,3850,1118,1278,71.3,1,2,101.93,47.93,84.24,0,0,0
26-06-2020,339,105971,3620,1006,1235,71.3,1,2,100.28,45.78,82.56,0,0,0
27-06-2020,287,100631,3544,890,1804,71.3,1,2,91.02,42.14,73.77,0,0,0
28-06-2020,210,83157,3557,901,1657,71.3,1,2,83.75,41.11,61.46,0,0,0
29-06-2020,221,75662,3748,815,1740,71.3,1,2,88.41,44.37,68.47,0,0,0
30-06-2020,296,112164,3383,689,1559,71.3,1,2,91.88,43.94,72.47,0,0,0
01-07-2020,269,123348,3198,829,1356,71.3,1,2,92.64,44.5,74.43,0,0,0
02-07-2020,217,136186,3079,576,1287,71.3,1,2,93.06,43.87,73.98,0,0,0
03-07-2020,214,139218,2942,544,1244,71.3,1,2,100.53,46.38,80.16,0,0,0
04-07-2020,203,114274,2802,624,1577,69.91,1,2,97.45,48.22,90.49,0,0,0
05-07-2020,197,92774,2741,516,1401,69.91,1,2,90.18,47.47,72.61,0,0,0
06-07-2020,205,77469,2699,343,1311,64.35,1,2,99.58,51.56,84.18,0,0,0
07-07-2020,215,106977,2598,581,1312,64.35,1,2,99.55,50.95,81.68,0,0,0
08-07-2020,209,127389,2454,630,1423,64.35,1,2,98.92,49.83,80.36,0,0,0
09-07-2020,215,137861,2345,642,1205,64.35,1,2,100.81,50.8,82.2,0,0,0
10-07-2020,175,134030,2244,512,1178,64.35,1,2,115.85,54.97,99.1,0,0,0
11-07-2020,178,126549,2119,820,1412,64.35,1,2,110.8,55.67,108.62,0,0,0
12-07-2020,114,94700,2101,650,1284,64.35,1,2,102.67,52.89,83.1,0,0,0
13-07-2020,189,85880,2113,530,1560,64.35,1,2,104.03,55.77,86.94,0,0,0
14-07-2020,188,118186,1993,398,1364,64.35,1,2,105.41,56.01,90,0,0,0
15-07-2020,166,137828,1974,538,1339,64.35,1,2,107.6,56.81,91.28,0,0,0
16-07-2020,168,150975,1829,642,1359,64.35,1,2,110.53,57.43,95.06,0,0,0
17-07-2020,144,164440,1804,687,1366,64.35,1,2,124.73,63.47,109.77,0,0,0
18-07-2020,105,135779,1776,827,1660,64.35,1,2,116.82,62.16,115.68,0,0,0
19-07-2020,126,114222,1742,726,1403,64.35,1,2,107.58,55.47,83.32,0,0,0
20-07-2020,131,92518,1734,557,1504,64.35,1,2,116.3,61.85,97.35,0,0,0
21-07-2020,127,132626,1634,445,1312,64.35,1,2,115.56,61.77,100.26,0,0,0
22-07-2020,158,137234,1747,560,1327,64.35,1,2,117.52,62.06,100.02,0,0,0
23-07-2020,202,141117,1538,769,1184,64.35,1,2,117.69,61.92,98.58,0,0,0
24-07-2020,158,147292,1453,768,1114,64.35,1,2,131.36,65.17,112.59,0,0,0
25-07-2020,119,139062,1401,767,1505,64.35,1,2,117.8,61.85,109.77,0,0,0
26-07-2020,109,111801,1383,745,1290,64.35,1,2,109.42,59.2,86.04,0,0,0
27-07-2020,132,89565,1370,685,1356,64.35,1,2,115.66,62.84,90.66,0,0,0
28-07-2020,119,147818,1369,581,1111,64.35,1,2,119.55,64.67,102.17,0,0,0
29-07-2020,133,157439,1350,763,1144,64.35,1,2,122.65,66.17,106.74,0,0,0
30-07-2020,133,170027,1314,846,1021,64.35,1,2,127.98,67.46,108.47,0,0,0
31-07-2020,115,164748,1266,880,1001,64.35,1,2,144.44,70.66,121.49,0,0,0
01-08-2020,127,146011,1290,761,1282,69.91,1,2,126.56,67.46,126.9,0,0,0
02-08-2020,95,145568,1254,744,1290,69.91,1,2,116.57,63.82,94.31,0,0,0
03-08-2020,109,144999,1251,898,1360,69.91,1,2,125.08,68.46,108.17,0,0,0
04-08-2020,130,150265,1216,670,1334,69.91,1,2,123.05,68.36,108.71,0,0,0
05-08-2020,142,161111,1200,892,1296,69.91,1,2,125.79,70.42,112.35,0,0,0
06-08-2020,102,174833,1155,950,1300,69.91,1,2,129.05,70.74,111.61,0,0,0
07-08-2020,116,173213,1094,871,1134,69.91,1,2,144.54,73.56,121.97,0,0,0
08-08-2020,141,160651,1027,758,1423,69.91,1,2,131.09,71.23,131.72,0,0,0
09-08-2020,108,162990,983,1062,1334,69.91,1,2,120.1,66.36,95.56,0,0,0
10-08-2020,89,152498,1087,740,1522,69.91,1,2,130.47,72.81,111.93,0,0,0
11-08-2020,115,157558,1039,1148,1497,69.91,1,2,126.58,71,113.78,0,0,0
12-08-2020,103,176489,1004,1009,1618,69.91,1,2,125.43,69.71,110.64,0,0,0
13-08-2020,130,163470,1008,1129,1496,66.2,1,2,125.42,70.8,104.49,0,0,0
14-08-2020,104,170441,995,1441,1524,66.2,1,2,140.28,72.51,116.68,0,0,0
15-08-2020,99,180197,974,1077,1799,66.2,1,2,126.58,70.12,127.19,0,0,0
16-08-2020,81,168144,979,1040,1776,66.2,1,2,112.6,65.03,89.67,0,0,0
17-08-2020,99,146264,982,713,1935,66.2,1,3,126.32,74.05,110.5,0,0,0
18-08-2020,132,157194,953,1089,1686,66.2,1,3,126.56,75.04,116.2,0,0,0
19-08-2020,117,181358,924,812,1702,66.2,1,3,126.68,73.52,109.25,0,0,0
20-08-2020,98,174250,909,1182,1559,66.2,1,3,131.61,75.47,117.71,0,0,0
21-08-2020,109,181878,888,1033,1481,66.2,1,3,139.06,76.5,120.6,0,0,0
22-08-2020,73,177279,943,1288,1751,66.2,1,3,130.72,76.4,136.32,0,0,0
23-08-2020,74,165455,870,1160,1739,66.2,1,3,117.46,70.03,97.53,0,0,0
24-08-2020,93,147940,876,853,1947,66.2,1,3,129.41,77.89,119.23,0,0,0
25-08-2020,122,179602,844,1184,1650,66.2,1,3,125.32,77.8,113.39,0,0,0
26-08-2020,132,206143,829,1048,1592,66.2,1,3,132.78,81.51,127.51,0,0,0
27-08-2020,154,194522,840,1522,1668,66.2,1,3,133.24,75,111.92,0,0,0
28-08-2020,137,188974,818,1276,1565,66.2,1,3,150.88,80,130.3,0,0,0
29-08-2020,110,180033,833,1108,1960,66.2,1,3,134.39,79.46,148.11,0,0,0
30-08-2020,77,181038,831,1715,2001,66.2,1,3,119.18,73.74,122.88,0,0,0
31-08-2020,90,180368,854,1406,2468,66.2,1,3,129.58,82.19,117.88,0,0,0
01-09-2020,135,171339,861,1295,2327,64.35,1,3,126.58,83.04,120.67,0,0,0
02-09-2020,147,196734,803,1508,2352,64.35,1,3,124.63,84.06,115.01,0,0,0
03-09-2020,147,198603,817,1735,2359,64.35,1,3,124.9,83.22,116.66,0,0,0
04-09-2020,155,202893,818,1940,2195,64.35,1,3,138.93,84.98,131.91,0,0,0
05-09-2020,131,189054,812,1813,2687,64.35,1,3,131.93,83.33,149.83,0,0,0
06-09-2020,139,192892,817,2988,3350,64.35,1,3,118.77,80.47,107.33,0,0,0
07-09-2020,148,201965,902,2948,4672,64.35,1,3,120.91,85.29,114.13,0,0,0
08-09-2020,187,202809,894,2460,4842,64.35,1,3,120.99,85.14,118.03,0,0,0
09-09-2020,204,220626,924,2659,4719,64.35,1,3,120.9,82.51,117.64,0,0,0
10-09-2020,220,233125,944,2919,5278,64.35,1,3,121.56,81.66,117.11,0,0,0
11-09-2020,232,241650,770,3539,4948,64.35,1,3,134.71,84.86,131.58,0,0,0
12-09-2020,219,228748,812,3497,5335,64.35,1,3,131.95,86.6,156.6,0,0,0
13-09-2020,226,225380,843,3330,6812,64.35,1,3,123.57,82.2,117.75,0,0,0
14-09-2020,258,216526,982,2621,7840,65.74,1,3,123.4,86.46,124.29,0,0,0
15-09-2020,272,236827,1066,3105,6355,65.74,1,3,122.99,85.8,125.21,0,0,0
16-09-2020,286,242273,1106,3991,5901,65.74,1,3,122.7,86.24,123.67,0,0,0
17-09-2020,266,240202,1162,3395,5086,65.74,1,3,124.89,87.3,127.03,0,0,0
18-09-2020,263,266308,1221,4322,4472,65.74,1,3,137.63,89.5,142.49,0,0,0
19-09-2020,261,250954,1300,4422,4740,65.74,1,3,132.69,90.59,166.86,0,0,0
20-09-2020,290,234786,1398,3899,5405,65.74,1,3,119.83,84.82,123.53,0,0,0
21-09-2020,373,206782,1558,4368,6167,65.74,1,3,114.45,85.13,123.88,0,0,0
22-09-2020,352,234815,1636,4926,5475,65.74,1,3,111.82,83.45,121.89,0,0,0
23-09-2020,425,259221,1730,6178,5182,65.74,1,3,111.07,81.3,113.21,0,0,0
24-09-2020,425,262109,1846,6634,4397,67.59,1,3,110.93,78.43,111.08,0,0,0
25-09-2020,382,288701,2020,6874,3560,67.59,1,3,127.38,84.86,130.86,0,0,0
26-09-2020,351,255488,2033,6042,3715,67.59,1,3,119.8,83.15,150.04,0,0,0
27-09-2020,344,263526,2188,5693,3965,67.59,1,3,106.02,76.86,107.59,0,0,0
28-09-2020,445,227038,2399,4044,4848,67.59,1,3,107.19,79.8,111.36,0,0,0
29-09-2020,442,232212,2420,7143,4156,67.59,1,3,105.87,79.16,113.04,0,0,0
30-09-2020,452,255915,2530,7108,4144,67.59,1,3,106.51,79.2,106.39,0,0,0
01-10-2020,529,264979,2592,6914,3595,67.59,1,3,105.96,77.34,110.81,0,0,0
02-10-2020,529,269820,2723,6968,3506,67.59,1,3,116.48,80.15,117.11,0,0,0
03-10-2020,533,286802,2867,12872,3720,67.59,1,3,108.69,80.59,130.82,0,0,0
04-10-2020,634,250348,3056,22961,3840,67.59,1,3,95.62,73.62,90.73,0,0,0
05-10-2020,630,273100,3370,12594,4861,67.59,1,3,102.03,76.61,101.19,0,0,0
06-10-2020,725,261336,3642,14542,4265,67.59,1,3,102.48,75.99,102.53,0,0,0
07-10-2020,694,254579,3893,14162,3894,67.59,1,3,105.51,80.21,109.73,0,0,0
08-10-2020,715,285015,4085,17540,3944,67.59,1,3,104.86,77.59,105.38,0,0,0
09-10-2020,709,296559,4170,13864,3241,67.59,1,3,115.63,81.98,118.69,0,0,0
10-10-2020,724,279606,4358,15166,3270,67.59,1,3,111.1,84.47,137.81,0,0,0
11-10-2020,824,258955,4670,12872,3673,67.59,1,3,100.07,76.61,101.15,0,0,0
12-10-2020,889,219074,4959,13972,4490,60.19,1,3,99.43,72.35,92.25,0,0,0
13-10-2020,1031,264713,5293,17234,4114,60.19,1,3,100.25,73.25,95.93,0,0,0
14-10-2020,989,295690,5598,19724,3654,60.19,1,3,101.81,74.48,101.68,0,0,0
15-10-2020,1047,304315,5933,18980,3540,60.19,1,3,102.94,73.27,101.55,0,0,0
16-10-2020,925,312178,6296,15650,3028,60.19,1,3,113.21,80.01,118.41,0,0,0
17-10-2020,1032,308416,6545,16171,3580,60.19,1,3,104.69,75.89,125.28,0,0,0
18-10-2020,1091,306893,6829,16982,3534,60.19,1,3,94.9,70.86,92.31,0,0,0
19-10-2020,1108,260338,7334,18804,4585,65.74,1,3,98.74,71.03,94.84,0,0,0
20-10-2020,1194,279996,7852,21331,4027,65.74,1,3,99.81,71.3,98.34,0,0,0
21-10-2020,1264,310331,8132,26688,3847,65.74,1,3,99.96,71.08,94.98,0,0,0
22-10-2020,1285,340137,8311,21242,3542,67.59,1,3,101.97,71.87,101.1,0,0,0
23-10-2020,1299,346682,8886,20530,3074,75,2,3,113.2,76.99,114.18,0,0,0
24-10-2020,1262,317896,9262,23012,3388,75,2,3,101.99,73.69,115.59,0,0,0
25-10-2020,1427,321114,9786,19790,3487,75,2,3,94.43,72.08,93.29,0,0,0
26-10-2020,1542,261861,10108,20890,3726,75,2,3,106.9,74.9,105.3,0,0,0
27-10-2020,1500,280997,10938,22885,3559,75,2,3,106.4,74.03,101.84,0,0,0
28-10-2020,1494,308810,11434,24701,3355,75,2,3,108.79,74.94,108.3,0,0,0
29-10-2020,1592,347632,11583,23065,3361,75,2,3,107.7,74.13,104.88,0,0,0
30-10-2020,1387,305207,11788,24405,3261,75,2,3,120.75,81.04,125.96,0,0,0
31-10-2020,1462,292573,12310,21915,3435,75,2,3,99.62,74.42,120.35,0,0,0
01-11-2020,1498,270473,12230,23254,3737,75,2,3,83.96,66.63,80.02,0,0,0
02-11-2020,1575,207831,13105,18950,4215,75,2,3,95.29,71.43,93.87,0,0,0
03-11-2020,1528,265136,13749,20018,3649,75,2,3,99.43,73.72,101.53,0,0,0
04-11-2020,1690,301288,13817,25177,3561,75,2,3,104.08,75.3,111.23,0,0,0
05-11-2020,1592,344159,13796,24141,3641,75,2,3,75.25,46.02,70.82,0,0,0
06-11-2020,1418,355032,13958,23287,3580,72.22,1,3,79.4,45.49,79,0,0,0
07-11-2020,1560,329430,14314,24957,3754,72.22,1,3,70.65,42.94,84.09,0,0,0
08-11-2020,1693,283397,14546,20572,3826,72.22,1,3,59.53,43.81,61.13,0,0,0
09-11-2020,1768,243245,15141,21350,4729,66.67,1,3,76.41,50.52,74.62,0,0,0
10-11-2020,1856,304843,14964,20412,3975,64.81,1,3,78.02,49.97,77.85,0,0,0
11-11-2020,1973,377608,15666,22950,3826,64.81,1,3,78.47,49.82,76.26,0,0,0
12-11-2020,1917,379955,15879,33470,3592,64.81,1,3,78.51,49.23,77.65,0,0,0
13-11-2020,1651,382110,16236,27301,3376,64.81,1,3,85.11,49.75,85.25,0,0,0
14-11-2020,1616,343784,16299,26860,3749,64.81,1,3,73.11,44.11,77.6,0,0,0
15-11-2020,1675,283866,16864,24962,3735,64.81,1,3,62.15,45.09,59.11,0,0,0
16-11-2020,1772,234189,17313,21363,4474,64.81,1,3,76.69,50.13,72.37,0,0,0
17-11-2020,1719,283358,17439,20051,3899,64.81,1,3,77.91,49.79,76.02,0,0,0
18-11-2020,1788,364490,17486,19609,3803,64.81,1,3,79.28,49.86,75.34,0,0,0
19-11-2020,1687,395436,17459,22915,3126,64.81,1,3,79,47.99,75.18,0,0,0
20-11-2020,1553,391667,17184,20252,3019,67.59,1,3,86.09,49.46,82.47,0,0,0
21-11-2020,1461,369040,17063,19875,3328,67.59,1,3,76.46,48.01,85.35,0,0,0
22-11-2020,1492,279041,17264,18662,3048,67.59,1,3,65.89,47.34,67.35,0,0,0
23-11-2020,1589,212533,17681,15450,3598,67.59,1,3,77.44,51.54,73.68,0,0,0
24-11-2020,1499,311763,17424,11299,3089,67.59,1,3,78.76,50.98,76.27,0,0,0
25-11-2020,1614,356026,17132,18213,3079,67.59,1,3,79.83,49.69,77.5,0,0,0
26-11-2020,1426,383521,16762,17555,2735,67.59,1,3,80.88,50.18,78.19,0,0,0
27-11-2020,1280,333917,16571,16022,2506,67.59,1,3,87.85,51.05,87.08,0,0,0
28-11-2020,1221,311126,15985,15871,3018,67.59,1,3,79.13,49.85,88.49,0,0,0
29-11-2020,1389,219899,16313,12155,3062,67.59,1,3,65.82,47.62,64.89,0,0,0
30-11-2020,1408,214835,16565,12330,3322,67.59,1,3,80.09,53.31,75.54,0,0,0
